t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,0,0,000000,0,000000,0,000000,0,000000,events/second
1701445980,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446010,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446040,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446070,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446100,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446130,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446160,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446190,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446220,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446250,0,0,000000,0,000000,0,000000,0,000000,events/second
1701446280,0,0,000000,0,000000,0,000000,0,000000,events/second
